No,year,month,day,hour,PM2.5,PM10,season,station
7447,2014,1,5,6,146,179,winter,Aotizhongxin
7448,2014,1,5,7,122,133,winter,Aotizhongxin
7449,2014,1,5,8,112,135,winter,Aotizhongxin
7450,2014,1,5,9,121,178,winter,Aotizhongxin
7451,2014,1,5,10,80,69,winter,Aotizhongxin
7452,2014,1,5,11,71,98,winter,Aotizhongxin
7453,2014,1,5,12,82,90,winter,Aotizhongxin
7454,2014,1,5,13,37,19,winter,Aotizhongxin
7455,2014,1,5,14,31,31,winter,Aotizhongxin
7456,2014,1,5,15,28,18,winter,Aotizhongxin
7457,2014,1,5,16,23,27,winter,Aotizhongxin
7458,2014,1,5,17,31,41,winter,Aotizhongxin
7459,2014,1,5,18,32,53,winter,Aotizhongxin
7460,2014,1,5,19,39,64,winter,Aotizhongxin
7461,2014,1,5,20,47,78,winter,Aotizhongxin
7462,2014,1,5,21,54,85,winter,Aotizhongxin
7463,2014,1,5,22,91,188,winter,Aotizhongxin
7464,2014,1,5,23,109,165,winter,Aotizhongxin
7465,2014,1,6,0,124,132,winter,Aotizhongxin
7466,2014,1,6,1,137,168,winter,Aotizhongxin
7467,2014,1,6,2,137,158,winter,Aotizhongxin
7468,2014,1,6,3,119,116,winter,Aotizhongxin
7469,2014,1,6,4,119,125,winter,Aotizhongxin
7470,2014,1,6,5,113,105,winter,Aotizhongxin
7471,2014,1,6,6,100,96,winter,Aotizhongxin
7472,2014,1,6,7,89,84,winter,Aotizhongxin
7473,2014,1,6,8,84,83,winter,Aotizhongxin
7474,2014,1,6,9,98,106,winter,Aotizhongxin
7475,2014,1,6,10,111,117,winter,Aotizhongxin
7476,2014,1,6,11,99,99,winter,Aotizhongxin
7477,2014,1,6,12,105,105,winter,Aotizhongxin
7478,2014,1,6,13,113,111,winter,Aotizhongxin
7479,2014,1,6,14,125,119,winter,Aotizhongxin
7480,2014,1,6,15,136,148,winter,Aotizhongxin
7481,2014,1,6,16,135,146,winter,Aotizhongxin
7482,2014,1,6,17,134,147,winter,Aotizhongxin
7483,2014,1,6,18,134,143,winter,Aotizhongxin
7484,2014,1,6,19,148,159,winter,Aotizhongxin
7485,2014,1,6,20,160,171,winter,Aotizhongxin
7486,2014,1,6,21,158,163,winter,Aotizhongxin
7487,2014,1,6,22,161,177,winter,Aotizhongxin
7488,2014,1,6,23,166,188,winter,Aotizhongxin
7489,2014,1,7,0,168,177,winter,Aotizhongxin
7490,2014,1,7,1,163,172,winter,Aotizhongxin
7491,2014,1,7,2,174,191,winter,Aotizhongxin
7492,2014,1,7,3,194,216,winter,Aotizhongxin
7493,2014,1,7,4,206,223,winter,Aotizhongxin
7494,2014,1,7,5,185,176,winter,Aotizhongxin
7495,2014,1,7,6,175,170,winter,Aotizhongxin
7496,2014,1,7,7,188,194,winter,Aotizhongxin
7497,2014,1,7,8,175,182,winter,Aotizhongxin
7498,2014,1,7,9,163,167,winter,Aotizhongxin
7499,2014,1,7,10,154,146,winter,Aotizhongxin
7500,2014,1,7,11,116,67,winter,Aotizhongxin
7501,2014,1,7,12,18,6,winter,Aotizhongxin
7502,2014,1,7,13,20,10,winter,Aotizhongxin
7503,2014,1,7,14,21,12,winter,Aotizhongxin
7504,2014,1,7,15,104,47,winter,Aotizhongxin
7505,2014,1,7,16,137,25,winter,Aotizhongxin
7506,2014,1,7,17,40,32,winter,Aotizhongxin
7507,2014,1,7,18,21,8,winter,Aotizhongxin
7508,2014,1,7,19,27,40,winter,Aotizhongxin
7509,2014,1,7,20,27,28,winter,Aotizhongxin
7510,2014,1,7,21,22,15,winter,Aotizhongxin
7511,2014,1,7,22,16,55,winter,Aotizhongxin
7512,2014,1,7,23,7,19,winter,Aotizhongxin
7513,2014,1,8,0,9,16,winter,Aotizhongxin
7514,2014,1,8,1,8,16,winter,Aotizhongxin
7515,2014,1,8,2,9,11,winter,Aotizhongxin
7516,2014,1,8,3,9,19,winter,Aotizhongxin
7517,2014,1,8,4,8,11,winter,Aotizhongxin
7518,2014,1,8,5,11,8,winter,Aotizhongxin
7519,2014,1,8,6,12,10,winter,Aotizhongxin
7520,2014,1,8,7,12,16,winter,Aotizhongxin
7521,2014,1,8,8,14,13,winter,Aotizhongxin
7522,2014,1,8,9,12,12,winter,Aotizhongxin
7523,2014,1,8,10,15,17,winter,Aotizhongxin
7524,2014,1,8,11,17,15,winter,Aotizhongxin
7525,2014,1,8,12,18,10,winter,Aotizhongxin
7526,2014,1,8,13,18,6,winter,Aotizhongxin
7527,2014,1,8,14,10,6,winter,Aotizhongxin
7528,2014,1,8,15,14,8,winter,Aotizhongxin
7529,2014,1,8,16,11,16,winter,Aotizhongxin
7530,2014,1,8,17,16,19,winter,Aotizhongxin
7531,2014,1,8,18,14,23,winter,Aotizhongxin
7532,2014,1,8,19,16,22,winter,Aotizhongxin
7533,2014,1,8,20,18,27,winter,Aotizhongxin
7534,2014,1,8,21,18,30,winter,Aotizhongxin
7535,2014,1,8,22,19,23,winter,Aotizhongxin
7536,2014,1,8,23,57,31,winter,Aotizhongxin
7537,2014,1,9,0,103,60,winter,Aotizhongxin
7538,2014,1,9,1,84,73,winter,Aotizhongxin
7539,2014,1,9,2,87,78,winter,Aotizhongxin
7540,2014,1,9,3,58,15,winter,Aotizhongxin
7541,2014,1,9,4,13,19,winter,Aotizhongxin
7542,2014,1,9,5,9,15,winter,Aotizhongxin
7543,2014,1,9,6,10,16,winter,Aotizhongxin
7544,2014,1,9,7,16,20,winter,Aotizhongxin
7545,2014,1,9,8,16,25,winter,Aotizhongxin
7546,2014,1,9,9,18,34,winter,Aotizhongxin
7547,2014,1,9,10,21,37,winter,Aotizhongxin
7548,2014,1,9,11,21,30,winter,Aotizhongxin
7549,2014,1,9,12,13,6,winter,Aotizhongxin
7550,2014,1,9,13,13,6,winter,Aotizhongxin
7551,2014,1,9,14,21,6,winter,Aotizhongxin
7552,2014,1,9,15,11,6,winter,Aotizhongxin
7553,2014,1,9,16,18,42,winter,Aotizhongxin
7554,2014,1,9,17,36,66,winter,Aotizhongxin
7555,2014,1,9,18,47,93,winter,Aotizhongxin
7556,2014,1,9,19,54,83,winter,Aotizhongxin
7557,2014,1,9,20,47,76,winter,Aotizhongxin
7558,2014,1,9,21,47,76,winter,Aotizhongxin
7559,2014,1,9,22,53,79,winter,Aotizhongxin
7560,2014,1,9,23,48,68,winter,Aotizhongxin
7561,2014,1,10,0,57,79,winter,Aotizhongxin
7562,2014,1,10,1,63,108,winter,Aotizhongxin
7563,2014,1,10,2,68,104,winter,Aotizhongxin
7564,2014,1,10,3,64,73,winter,Aotizhongxin
7565,2014,1,10,4,43,64,winter,Aotizhongxin
7566,2014,1,10,5,37,34,winter,Aotizhongxin
7567,2014,1,10,6,25,21,winter,Aotizhongxin
7568,2014,1,10,7,24,30,winter,Aotizhongxin
7569,2014,1,10,8,29,42,winter,Aotizhongxin
7570,2014,1,10,9,28,42,winter,Aotizhongxin
7571,2014,1,10,10,48,93,winter,Aotizhongxin
7572,2014,1,10,11,62,108,winter,Aotizhongxin
7573,2014,1,10,12,54,65,winter,Aotizhongxin
7574,2014,1,10,13,56,63,winter,Aotizhongxin
7575,2014,1,10,14,56,70,winter,Aotizhongxin
7576,2014,1,10,15,43,48,winter,Aotizhongxin
7577,2014,1,10,16,48,114,winter,Aotizhongxin
7578,2014,1,10,17,63,106,winter,Aotizhongxin
7579,2014,1,10,18,76,135,winter,Aotizhongxin
7580,2014,1,10,19,103,152,winter,Aotizhongxin
7581,2014,1,10,20,112,155,winter,Aotizhongxin
7582,2014,1,10,21,103,147,winter,Aotizhongxin
7583,2014,1,10,22,102,152,winter,Aotizhongxin
7584,2014,1,10,23,90,122,winter,Aotizhongxin
7585,2014,1,11,0,99,205,winter,Aotizhongxin
7586,2014,1,11,1,104,193,winter,Aotizhongxin
7587,2014,1,11,2,148,292,winter,Aotizhongxin
7588,2014,1,11,3,200,288,winter,Aotizhongxin
7589,2014,1,11,4,157,224,winter,Aotizhongxin
7590,2014,1,11,5,114,211,winter,Aotizhongxin
7591,2014,1,11,6,94,112,winter,Aotizhongxin
7592,2014,1,11,7,49,36,winter,Aotizhongxin
7593,2014,1,11,8,39,43,winter,Aotizhongxin
7594,2014,1,11,9,43,55,winter,Aotizhongxin
7595,2014,1,11,10,44,57,winter,Aotizhongxin
7596,2014,1,11,11,50,73,winter,Aotizhongxin
7597,2014,1,11,12,56,67,winter,Aotizhongxin
7598,2014,1,11,13,61,76,winter,Aotizhongxin
7599,2014,1,11,14,66,68,winter,Aotizhongxin
7600,2014,1,11,15,68,73,winter,Aotizhongxin
7601,2014,1,11,16,96,140,winter,Aotizhongxin
7602,2014,1,11,17,163,237,winter,Aotizhongxin
7603,2014,1,11,18,160,222,winter,Aotizhongxin
7604,2014,1,11,19,180,234,winter,Aotizhongxin
7605,2014,1,11,20,176,223,winter,Aotizhongxin
7606,2014,1,11,21,173,218,winter,Aotizhongxin
7607,2014,1,11,22,184,236,winter,Aotizhongxin
7608,2014,1,11,23,103,129,winter,Aotizhongxin
7609,2014,1,12,0,16,64,winter,Aotizhongxin
7610,2014,1,12,1,17,113,winter,Aotizhongxin
7611,2014,1,12,2,12,70,winter,Aotizhongxin
7612,2014,1,12,3,14,44,winter,Aotizhongxin
7613,2014,1,12,4,14,44,winter,Aotizhongxin
7614,2014,1,12,5,14,20,winter,Aotizhongxin
7615,2014,1,12,6,15,20,winter,Aotizhongxin
7616,2014,1,12,7,16,23,winter,Aotizhongxin
7617,2014,1,12,8,17,20,winter,Aotizhongxin
7618,2014,1,12,9,11,21,winter,Aotizhongxin
7619,2014,1,12,10,14,28,winter,Aotizhongxin
7620,2014,1,12,11,16,13,winter,Aotizhongxin
7621,2014,1,12,12,12,10,winter,Aotizhongxin
7622,2014,1,12,13,11,7,winter,Aotizhongxin
7623,2014,1,12,14,9,6,winter,Aotizhongxin
7624,2014,1,12,15,11,6,winter,Aotizhongxin
7625,2014,1,12,16,10,6,winter,Aotizhongxin
7626,2014,1,12,17,19,41,winter,Aotizhongxin
7627,2014,1,12,18,29,50,winter,Aotizhongxin
7628,2014,1,12,19,33,55,winter,Aotizhongxin
7629,2014,1,12,20,37,60,winter,Aotizhongxin
7630,2014,1,12,21,44,76,winter,Aotizhongxin
7631,2014,1,12,22,54,94,winter,Aotizhongxin
7632,2014,1,12,23,55,86,winter,Aotizhongxin
7633,2014,1,13,0,53,101,winter,Aotizhongxin
7634,2014,1,13,1,58,191,winter,Aotizhongxin
7635,2014,1,13,2,99,134,winter,Aotizhongxin
7636,2014,1,13,3,81,101,winter,Aotizhongxin
7637,2014,1,13,4,72,97,winter,Aotizhongxin
7638,2014,1,13,5,73,84,winter,Aotizhongxin
7639,2014,1,13,6,35,31,winter,Aotizhongxin
7640,2014,1,13,7,35,52,winter,Aotizhongxin
7641,2014,1,13,8,45,58,winter,Aotizhongxin
7642,2014,1,13,9,55,75,winter,Aotizhongxin
7643,2014,1,13,10,59,79,winter,Aotizhongxin
7644,2014,1,13,11,73,102,winter,Aotizhongxin
7645,2014,1,13,12,87,109,winter,Aotizhongxin
7646,2014,1,13,13,79,89,winter,Aotizhongxin
7647,2014,1,13,14,67,76,winter,Aotizhongxin
7648,2014,1,13,15,50,53,winter,Aotizhongxin
7649,2014,1,13,16,46,53,winter,Aotizhongxin
7650,2014,1,13,17,71,114,winter,Aotizhongxin
7651,2014,1,13,18,113,159,winter,Aotizhongxin
7652,2014,1,13,19,99,152,winter,Aotizhongxin
7653,2014,1,13,20,107,146,winter,Aotizhongxin
7654,2014,1,13,21,150,192,winter,Aotizhongxin
7655,2014,1,13,22,153,189,winter,Aotizhongxin
7656,2014,1,13,23,142,181,winter,Aotizhongxin
7657,2014,1,14,0,145,183,winter,Aotizhongxin
7658,2014,1,14,1,126,161,winter,Aotizhongxin
7659,2014,1,14,2,119,149,winter,Aotizhongxin
7660,2014,1,14,3,85,98,winter,Aotizhongxin
7661,2014,1,14,4,54,50,winter,Aotizhongxin
7662,2014,1,14,5,32,36,winter,Aotizhongxin
7663,2014,1,14,6,43,47,winter,Aotizhongxin
7664,2014,1,14,7,43,48,winter,Aotizhongxin
7665,2014,1,14,8,72,111,winter,Aotizhongxin
7666,2014,1,14,9,93,150,winter,Aotizhongxin
7667,2014,1,14,10,130,209,winter,Aotizhongxin
7668,2014,1,14,11,123,113,winter,Aotizhongxin
7669,2014,1,14,12,93,60,winter,Aotizhongxin
7670,2014,1,14,13,65,44,winter,Aotizhongxin
7671,2014,1,14,14,50,44,winter,Aotizhongxin
7672,2014,1,14,15,58,78,winter,Aotizhongxin
7673,2014,1,14,16,106,138,winter,Aotizhongxin
7674,2014,1,14,17,106,134,winter,Aotizhongxin
7675,2014,1,14,18,106,134,winter,Aotizhongxin
7676,2014,1,14,19,105,109,winter,Aotizhongxin
7677,2014,1,14,20,87,105,winter,Aotizhongxin
7678,2014,1,14,21,81,89,winter,Aotizhongxin
7679,2014,1,14,22,81,89,winter,Aotizhongxin
7680,2014,1,14,23,106,120,winter,Aotizhongxin
7681,2014,1,15,0,103,122,winter,Aotizhongxin
7682,2014,1,15,1,139,184,winter,Aotizhongxin
7683,2014,1,15,2,161,216,winter,Aotizhongxin
7684,2014,1,15,3,176,212,winter,Aotizhongxin
7685,2014,1,15,4,79,68,winter,Aotizhongxin
7686,2014,1,15,5,72,96,winter,Aotizhongxin
7687,2014,1,15,6,70,144,winter,Aotizhongxin
7688,2014,1,15,7,50,44,winter,Aotizhongxin
7689,2014,1,15,8,46,47,winter,Aotizhongxin
7690,2014,1,15,9,41,50,winter,Aotizhongxin
7691,2014,1,15,10,44,58,winter,Aotizhongxin
7692,2014,1,15,11,49,54,winter,Aotizhongxin
7693,2014,1,15,12,49,50,winter,Aotizhongxin
7694,2014,1,15,13,44,26,winter,Aotizhongxin
7695,2014,1,15,14,44,39,winter,Aotizhongxin
7696,2014,1,15,15,47,47,winter,Aotizhongxin
7697,2014,1,15,16,50,50,winter,Aotizhongxin
7698,2014,1,15,17,60,74,winter,Aotizhongxin
7699,2014,1,15,18,127,219,winter,Aotizhongxin
7700,2014,1,15,19,357,470,winter,Aotizhongxin
7701,2014,1,15,20,436,516,winter,Aotizhongxin
7702,2014,1,15,21,463,536,winter,Aotizhongxin
7703,2014,1,15,22,472,540,winter,Aotizhongxin
7704,2014,1,15,23,494,549,winter,Aotizhongxin
7705,2014,1,16,0,499,555,winter,Aotizhongxin
7706,2014,1,16,1,511,640,winter,Aotizhongxin
7707,2014,1,16,2,530,610,winter,Aotizhongxin
7708,2014,1,16,3,538,612,winter,Aotizhongxin
7709,2014,1,16,4,535,598,winter,Aotizhongxin
7710,2014,1,16,5,521,587,winter,Aotizhongxin
7711,2014,1,16,6,475,499,winter,Aotizhongxin
7712,2014,1,16,7,398,427,winter,Aotizhongxin
7713,2014,1,16,8,383,431,winter,Aotizhongxin
7714,2014,1,16,9,389,430,winter,Aotizhongxin
7715,2014,1,16,10,396,443,winter,Aotizhongxin
7716,2014,1,16,11,418,407,winter,Aotizhongxin
7717,2014,1,16,12,422,445,winter,Aotizhongxin
7718,2014,1,16,13,288,231,winter,Aotizhongxin
7719,2014,1,16,14,165,129,winter,Aotizhongxin
7720,2014,1,16,15,123,99,winter,Aotizhongxin
7721,2014,1,16,16,123,99,winter,Aotizhongxin
7722,2014,1,16,17,136,282,winter,Aotizhongxin
7723,2014,1,16,18,230,261,winter,Aotizhongxin
7724,2014,1,16,19,280,358,winter,Aotizhongxin
7725,2014,1,16,20,350,401,winter,Aotizhongxin
7726,2014,1,16,21,356,426,winter,Aotizhongxin
7727,2014,1,16,22,273,295,winter,Aotizhongxin
7728,2014,1,16,23,253,262,winter,Aotizhongxin
7729,2014,1,17,0,277,287,winter,Aotizhongxin
7730,2014,1,17,1,254,241,winter,Aotizhongxin
7731,2014,1,17,2,236,219,winter,Aotizhongxin
7732,2014,1,17,3,241,224,winter,Aotizhongxin
7733,2014,1,17,4,195,172,winter,Aotizhongxin
7734,2014,1,17,5,121,91,winter,Aotizhongxin
7735,2014,1,17,6,89,59,winter,Aotizhongxin
7736,2014,1,17,7,89,59,winter,Aotizhongxin
7737,2014,1,17,8,74,50,winter,Aotizhongxin
7738,2014,1,17,9,71,55,winter,Aotizhongxin
7739,2014,1,17,10,70,65,winter,Aotizhongxin
7740,2014,1,17,11,87,92,winter,Aotizhongxin
7741,2014,1,17,12,100,106,winter,Aotizhongxin
7742,2014,1,17,13,85,87,winter,Aotizhongxin
7743,2014,1,17,14,62,67,winter,Aotizhongxin
7744,2014,1,17,15,12,53,winter,Aotizhongxin
7745,2014,1,17,16,11,39,winter,Aotizhongxin
7746,2014,1,17,17,9,20,winter,Aotizhongxin
7747,2014,1,17,18,11,25,winter,Aotizhongxin
7748,2014,1,17,19,82,133,winter,Aotizhongxin
7749,2014,1,17,20,102,179,winter,Aotizhongxin
7750,2014,1,17,21,176,244,winter,Aotizhongxin
7751,2014,1,17,22,282,356,winter,Aotizhongxin
7752,2014,1,17,23,240,285,winter,Aotizhongxin
7753,2014,1,18,0,48,36,winter,Aotizhongxin
7754,2014,1,18,1,21,25,winter,Aotizhongxin
7755,2014,1,18,2,17,33,winter,Aotizhongxin
7756,2014,1,18,3,15,30,winter,Aotizhongxin
7757,2014,1,18,4,16,35,winter,Aotizhongxin
7758,2014,1,18,5,15,29,winter,Aotizhongxin
7759,2014,1,18,6,16,37,winter,Aotizhongxin
7760,2014,1,18,7,19,32,winter,Aotizhongxin
7761,2014,1,18,8,29,69,winter,Aotizhongxin
7762,2014,1,18,9,36,87,winter,Aotizhongxin
7763,2014,1,18,10,39,64,winter,Aotizhongxin
7764,2014,1,18,11,40,65,winter,Aotizhongxin
7765,2014,1,18,12,35,60,winter,Aotizhongxin
7766,2014,1,18,13,42,66,winter,Aotizhongxin
7767,2014,1,18,14,144,212,winter,Aotizhongxin
7768,2014,1,18,15,105,138,winter,Aotizhongxin
7769,2014,1,18,16,87,127,winter,Aotizhongxin
7770,2014,1,18,17,85,108,winter,Aotizhongxin
7771,2014,1,18,18,96,122,winter,Aotizhongxin
7772,2014,1,18,19,97,118,winter,Aotizhongxin
7773,2014,1,18,20,101,121,winter,Aotizhongxin
7774,2014,1,18,21,102,129,winter,Aotizhongxin
7775,2014,1,18,22,129,156,winter,Aotizhongxin
7776,2014,1,18,23,115,131,winter,Aotizhongxin
7777,2014,1,19,0,138,169,winter,Aotizhongxin
7778,2014,1,19,1,143,164,winter,Aotizhongxin
7779,2014,1,19,2,127,151,winter,Aotizhongxin
7780,2014,1,19,3,113,127,winter,Aotizhongxin
7781,2014,1,19,4,104,123,winter,Aotizhongxin
7782,2014,1,19,5,99,118,winter,Aotizhongxin
7783,2014,1,19,6,87,93,winter,Aotizhongxin
7784,2014,1,19,7,106,126,winter,Aotizhongxin
7785,2014,1,19,8,116,139,winter,Aotizhongxin
7786,2014,1,19,9,116,138,winter,Aotizhongxin
7787,2014,1,19,10,120,143,winter,Aotizhongxin
7788,2014,1,19,11,123,145,winter,Aotizhongxin
7789,2014,1,19,12,143,164,winter,Aotizhongxin
7790,2014,1,19,13,162,181,winter,Aotizhongxin
7791,2014,1,19,14,173,187,winter,Aotizhongxin
7792,2014,1,19,15,177,205,winter,Aotizhongxin
7793,2014,1,19,16,171,214,winter,Aotizhongxin
7794,2014,1,19,17,182,219,winter,Aotizhongxin
7795,2014,1,19,18,143,312,winter,Aotizhongxin
7796,2014,1,19,19,27,483,winter,Aotizhongxin
7797,2014,1,19,20,27,462,winter,Aotizhongxin
7798,2014,1,19,21,19,328,winter,Aotizhongxin
7799,2014,1,19,22,20,321,winter,Aotizhongxin
7800,2014,1,19,23,16,229,winter,Aotizhongxin
7801,2014,1,20,0,16,191,winter,Aotizhongxin
7802,2014,1,20,1,11,124,winter,Aotizhongxin
7803,2014,1,20,2,9,81,winter,Aotizhongxin
7804,2014,1,20,3,7,49,winter,Aotizhongxin
7805,2014,1,20,4,5,21,winter,Aotizhongxin
7806,2014,1,20,5,3,11,winter,Aotizhongxin
7807,2014,1,20,6,6,10,winter,Aotizhongxin
7808,2014,1,20,7,7,20,winter,Aotizhongxin
7809,2014,1,20,8,7,21,winter,Aotizhongxin
7810,2014,1,20,9,10,27,winter,Aotizhongxin
7811,2014,1,20,10,14,25,winter,Aotizhongxin
7812,2014,1,20,11,9,20,winter,Aotizhongxin
7813,2014,1,20,12,9,25,winter,Aotizhongxin
7814,2014,1,20,13,12,31,winter,Aotizhongxin
7815,2014,1,20,14,10,35,winter,Aotizhongxin
7816,2014,1,20,15,12,41,winter,Aotizhongxin
7817,2014,1,20,16,8,33,winter,Aotizhongxin
7818,2014,1,20,17,9,29,winter,Aotizhongxin
7819,2014,1,20,18,6,27,winter,Aotizhongxin
7820,2014,1,20,19,14,27,winter,Aotizhongxin
7821,2014,1,20,20,11,23,winter,Aotizhongxin
7822,2014,1,20,21,10,16,winter,Aotizhongxin
7823,2014,1,20,22,7,14,winter,Aotizhongxin
7824,2014,1,20,23,9,19,winter,Aotizhongxin
7825,2014,1,21,0,10,17,winter,Aotizhongxin
7826,2014,1,21,1,9,13,winter,Aotizhongxin
7827,2014,1,21,2,11,15,winter,Aotizhongxin
7828,2014,1,21,3,11,16,winter,Aotizhongxin
7829,2014,1,21,4,16,27,winter,Aotizhongxin
7830,2014,1,21,5,14,20,winter,Aotizhongxin
7831,2014,1,21,6,14,21,winter,Aotizhongxin
7832,2014,1,21,7,18,22,winter,Aotizhongxin
7833,2014,1,21,8,19,29,winter,Aotizhongxin
7834,2014,1,21,9,20,36,winter,Aotizhongxin
7835,2014,1,21,10,23,35,winter,Aotizhongxin
7836,2014,1,21,11,23,30,winter,Aotizhongxin
7837,2014,1,21,12,17,21,winter,Aotizhongxin
7838,2014,1,21,13,23,25,winter,Aotizhongxin
7839,2014,1,21,14,34,39,winter,Aotizhongxin
7840,2014,1,21,15,48,63,winter,Aotizhongxin
7841,2014,1,21,16,43,61,winter,Aotizhongxin
7842,2014,1,21,17,57,78,winter,Aotizhongxin
7843,2014,1,21,18,56,83,winter,Aotizhongxin
7844,2014,1,21,19,54,86,winter,Aotizhongxin
7845,2014,1,21,20,80,114,winter,Aotizhongxin
7846,2014,1,21,21,97,142,winter,Aotizhongxin
7847,2014,1,21,22,108,173,winter,Aotizhongxin
7848,2014,1,21,23,122,286,winter,Aotizhongxin
7849,2014,1,22,0,119,179,winter,Aotizhongxin
7850,2014,1,22,1,141,179,winter,Aotizhongxin
7851,2014,1,22,2,148,179,winter,Aotizhongxin
7852,2014,1,22,3,140,165,winter,Aotizhongxin
7853,2014,1,22,4,125,153,winter,Aotizhongxin
7854,2014,1,22,5,114,132,winter,Aotizhongxin
7855,2014,1,22,6,116,128,winter,Aotizhongxin
7856,2014,1,22,7,75,82,winter,Aotizhongxin
7857,2014,1,22,8,74,101,winter,Aotizhongxin
7858,2014,1,22,9,65,76,winter,Aotizhongxin
7859,2014,1,22,10,65,79,winter,Aotizhongxin
7860,2014,1,22,11,73,94,winter,Aotizhongxin
7861,2014,1,22,12,86,107,winter,Aotizhongxin
7862,2014,1,22,13,96,106,winter,Aotizhongxin
7863,2014,1,22,14,99,104,winter,Aotizhongxin
7864,2014,1,22,15,113,127,winter,Aotizhongxin
7865,2014,1,22,16,114,126,winter,Aotizhongxin
7866,2014,1,22,17,117,155,winter,Aotizhongxin
7867,2014,1,22,18,136,178,winter,Aotizhongxin
7868,2014,1,22,19,164,202,winter,Aotizhongxin
7869,2014,1,22,20,177,211,winter,Aotizhongxin
7870,2014,1,22,21,179,213,winter,Aotizhongxin
7871,2014,1,22,22,181,207,winter,Aotizhongxin
7872,2014,1,22,23,172,192,winter,Aotizhongxin
7873,2014,1,23,0,168,192,winter,Aotizhongxin
7874,2014,1,23,1,257,307,winter,Aotizhongxin
7875,2014,1,23,2,287,318,winter,Aotizhongxin
7876,2014,1,23,3,277,307,winter,Aotizhongxin
7877,2014,1,23,4,250,269,winter,Aotizhongxin
7878,2014,1,23,5,217,228,winter,Aotizhongxin
7879,2014,1,23,6,191,202,winter,Aotizhongxin
7880,2014,1,23,7,173,187,winter,Aotizhongxin
7881,2014,1,23,8,179,195,winter,Aotizhongxin
7882,2014,1,23,9,178,211,winter,Aotizhongxin
7883,2014,1,23,10,NA,NA,winter,Aotizhongxin
7884,2014,1,23,11,191,230,winter,Aotizhongxin
7885,2014,1,23,12,208,242,winter,Aotizhongxin
7886,2014,1,23,13,223,249,winter,Aotizhongxin
7887,2014,1,23,14,200,224,winter,Aotizhongxin
7888,2014,1,23,15,200,218,winter,Aotizhongxin
7889,2014,1,23,16,202,223,winter,Aotizhongxin
7890,2014,1,23,17,207,236,winter,Aotizhongxin
7891,2014,1,23,18,213,244,winter,Aotizhongxin
7892,2014,1,23,19,231,288,winter,Aotizhongxin
7893,2014,1,23,20,250,311,winter,Aotizhongxin
7894,2014,1,23,21,265,316,winter,Aotizhongxin
7895,2014,1,23,22,280,329,winter,Aotizhongxin
7896,2014,1,23,23,281,323,winter,Aotizhongxin
7897,2014,1,24,0,286,331,winter,Aotizhongxin
7898,2014,1,24,1,276,307,winter,Aotizhongxin
7899,2014,1,24,2,257,286,winter,Aotizhongxin
7900,2014,1,24,3,261,294,winter,Aotizhongxin
7901,2014,1,24,4,261,292,winter,Aotizhongxin
7902,2014,1,24,5,236,254,winter,Aotizhongxin
7903,2014,1,24,6,215,234,winter,Aotizhongxin
7904,2014,1,24,7,221,253,winter,Aotizhongxin
7905,2014,1,24,8,223,248,winter,Aotizhongxin
7906,2014,1,24,9,206,237,winter,Aotizhongxin
7907,2014,1,24,10,180,189,winter,Aotizhongxin
7908,2014,1,24,11,188,198,winter,Aotizhongxin
7909,2014,1,24,12,163,175,winter,Aotizhongxin
7910,2014,1,24,13,153,167,winter,Aotizhongxin
7911,2014,1,24,14,92,92,winter,Aotizhongxin
7912,2014,1,24,15,76,93,winter,Aotizhongxin
7913,2014,1,24,16,64,77,winter,Aotizhongxin
7914,2014,1,24,17,38,42,winter,Aotizhongxin
7915,2014,1,24,18,30,36,winter,Aotizhongxin
7916,2014,1,24,19,40,49,winter,Aotizhongxin
7917,2014,1,24,20,43,57,winter,Aotizhongxin
7918,2014,1,24,21,36,45,winter,Aotizhongxin
7919,2014,1,24,22,29,33,winter,Aotizhongxin
7920,2014,1,24,23,53,67,winter,Aotizhongxin
7921,2014,1,25,0,65,85,winter,Aotizhongxin
7922,2014,1,25,1,65,85,winter,Aotizhongxin
7923,2014,1,25,2,56,66,winter,Aotizhongxin
7924,2014,1,25,3,35,35,winter,Aotizhongxin
7925,2014,1,25,4,35,35,winter,Aotizhongxin
7926,2014,1,25,5,23,23,winter,Aotizhongxin
7927,2014,1,25,6,13,13,winter,Aotizhongxin
7928,2014,1,25,7,6,32,winter,Aotizhongxin
7929,2014,1,25,8,8,15,winter,Aotizhongxin
7930,2014,1,25,9,8,14,winter,Aotizhongxin
7931,2014,1,25,10,16,30,winter,Aotizhongxin
7932,2014,1,25,11,16,30,winter,Aotizhongxin
7933,2014,1,25,12,9,26,winter,Aotizhongxin
7934,2014,1,25,13,5,18,winter,Aotizhongxin
7935,2014,1,25,14,9,42,winter,Aotizhongxin
7936,2014,1,25,15,9,32,winter,Aotizhongxin
7937,2014,1,25,16,9,32,winter,Aotizhongxin
7938,2014,1,25,17,11,24,winter,Aotizhongxin
7939,2014,1,25,18,11,24,winter,Aotizhongxin
7940,2014,1,25,19,NA,NA,winter,Aotizhongxin
7941,2014,1,25,20,NA,NA,winter,Aotizhongxin
7942,2014,1,25,21,NA,NA,winter,Aotizhongxin
7943,2014,1,25,22,NA,NA,winter,Aotizhongxin
7944,2014,1,25,23,55,140,winter,Aotizhongxin
